position_category,city,experience_atleast,education,nature,size(employees_number),benifit,monthly_salary_avg,annual_salary_equiv,bonus_months
2_dev,4,3,1,nofunding,99,10,22500,270000,12
2_dev,4,3,1,notneedfunding,499,5,22500,270000,12
2_dev,3,3,1,nofunding,20,0,22500,270000,12
2_dev,3,3,1,nofunding,99,0,20500,246000,12
2_dev,4,3,1,notneedfunding,99,12,20000,240000,12
2_dev,1,3,1,nofunding,499,7,20000,240000,12
2_dev,1,5,1,nofunding,99,5,20000,240000,12
2_dev,1,5,1,nofunding,20,8,20000,240000,12
2_dev,2,0,1,notneedfunding,499,19,20000,240000,12
2_dev,3,5,1,notneedfunding,499,6,19000,228000,12
2_dev,3,5,0.5,nofunding,499,7,18500,222000,12
2_dev,3,5,1,nofunding,20,1,18000,216000,12
2_dev,3,3,1,nofunding,99,0,18000,216000,12
2_dev,3,3,1,nofunding,99,11,17500,227500,13
2_dev,3,1,1,notneedfunding,20,4,17500,210000,12
2_dev,3,10,1,notneedfunding,99,8,16500,198000,12
2_dev,6,3,0.5,nofunding,20,1,16500,198000,12
2_dev,4,3,1,notneedfunding,20,6,16000,208000,13
2_dev,6,5,1,nofunding,99,5,16000,208000,13
2_dev,1,5,1,nofunding,20,0,16000,192000,12
2_dev,3,3,0.5,nofunding,99,9,15500,186000,12
2_dev,4,1,1,nofunding,20,1,15500,186000,12
2_dev,8,3,1,nofunding,99,8,15500,186000,12
2_dev,8,1,1,nofunding,20,0,15500,186000,12
2_dev,6,3,1,nofunding,99,17,13500,162000,12
2_dev,3,5,1,notneedfunding,20,0,13500,162000,12
2_dev,4,1,1,notneedfunding,9999,6,13500,162000,12
2_dev,4,0,1,nofunding,499,3,13000,156000,12
2_dev,4,3,1,nofunding,20,3,13000,156000,12
2_dev,8,3,1,nofunding,20,11,12500,150000,12
2_dev,8,3,1,nofunding,99,5,12500,150000,12
2_dev,8,3,1,nofunding,9999,14,12500,150000,12
2_dev,8,3,1,nofunding,99,8,12500,150000,12
2_dev,4,5,0.5,notneedfunding,499,13,12500,150000,12
2_dev,2,3,1,nofunding,99,0,12500,150000,12
2_dev,3,3,1,nofunding,99,12,12500,150000,12
2_dev,1,3,1,nofunding,20,0,12500,150000,12
2_dev,2,3,0.5,nofunding,20,4,12500,150000,12
2_dev,1,3,1,nofunding,99,4,11000,132000,12
2_dev,8,1,1,nofunding,20,0,11000,132000,12
2_dev,4,0,1,nofunding,99,0,10500,126000,12
2_dev,8,3,1,nofunding,20,0,10500,126000,12
2_dev,8,1,1,nofunding,20,2,10500,136500,13
2_dev,8,3,1,nofunding,99,14,10500,136500,13
2_dev,4,0,1,nofunding,99,4,10500,126000,12
2_dev,6,1,0.5,notneedfunding,20,5,10000,120000,12
2_dev,2,3,0.5,nofunding,20,0,10000,120000,12
2_dev,8,3,0,nofunding,20,7,9000,108000,12
2_dev,8,3,0.5,nofunding,20,0,9000,108000,12
2_dev,8,5,1,notneedfunding,99,4,8000,96000,12
2_dev,8,3,1,nofunding,499,12,7500,90000,12
2_dev,2,1,1,nofunding,20,7,6500,78000,12
2_dev,8,5,1,nofunding,999,13,20000,240000,12
2_dev,4,3,1,nofunding,499,8,22500,292500,13
2_dev,1,5,1,nofunding,20,0,13500,162000,12
2_dev,4,1,1,notneedfunding,999,15,19000,228000,12
2_dev,2,5,1,notneedfunding,499,11,16500,247500,15
2_dev,8,5,0.5,nofunding,9999,12,17000,204000,12
2_dev,1,3,1,nofunding,20,8,15500,201500,13
2_dev,8,3,0.5,nofunding,499,5,12500,150000,12
2_dev,8,3,2,notneedfunding,20,5,10000,120000,12
2_dev,8,3,2,notneedfunding,20,5,10000,120000,12
2_dev,4,3,1,notneedfunding,999,0,25000,300000,12
2_dev,6,1,1,nofunding,499,5,22500,270000,12
2_dev,4,1,1,nofunding,20,4,22500,270000,12
2_dev,1,5,1,nofunding,99,6,22000,264000,12
2_dev,4,3,0.5,notneedfunding,99,12,20500,287000,14
2_dev,6,3,1,nofunding,20,0,20000,240000,12
2_dev,4,1,1,nofunding,9999,16,20000,240000,12
2_dev,2,1,1,nofunding,20,6,17500,227500,13
2_dev,6,0,1,nofunding,499,8,16500,198000,12
2_dev,1,1,1,nofunding,999,10,16000,224000,14
2_dev,3,3,1,nofunding,99,13,16000,192000,12
2_dev,1,3,1,nofunding,499,5,16000,192000,12
2_dev,4,3,1,nofunding,20,17,15500,186000,12
2_dev,4,3,1,nofunding,499,4,15500,186000,12
2_dev,8,0,1,notneedfunding,499,9,15500,186000,12
2_dev,1,3,0.5,nofunding,99,0,14500,174000,12
2_dev,3,1,1,nofunding,9999,2,14000,182000,13
2_dev,1,0,1,nofunding,20,0,14000,168000,12
2_dev,6,1,1,nofunding,499,7,13000,182000,14
2_dev,6,1,0.5,notneedfunding,499,3,13000,156000,12
2_dev,6,1,1,notneedfunding,499,13,13000,156000,12
2_dev,8,0,0,nofunding,499,0,12500,150000,12
2_dev,4,3,1,nofunding,99,8,12500,150000,12
2_dev,6,1,1,nofunding,20,6,12500,150000,12
2_dev,1,1,1,nofunding,20,0,12500,150000,12
2_dev,1,0,1,nofunding,99,0,12500,150000,12
2_dev,4,1,1,notneedfunding,9999,13,12500,150000,12
2_dev,4,3,1,notneedfunding,9999,9,12500,175000,14
2_dev,1,1,1,notneedfunding,499,0,12500,150000,12
2_dev,1,1,1,notneedfunding,499,4,12000,144000,12
2_dev,2,3,1,nofunding,499,13,11500,138000,12
2_dev,4,1,1,notneedfunding,20,1,11500,138000,12
2_dev,8,3,1,nofunding,499,5,11000,132000,12
2_dev,8,1,0,nofunding,99,0,10500,126000,12
2_dev,8,0,1,public,499,8,10500,126000,12
2_dev,6,1,1,notneedfunding,499,6,10500,126000,12
2_dev,1,1,1,nofunding,9999,0,10000,120000,12
2_dev,8,1,1,nofunding,20,0,10000,120000,12
2_dev,6,1,1,notneedfunding,499,13,10000,130000,13
2_dev,8,0,1,nofunding,99,0,10000,130000,13
2_dev,4,3,1,nofunding,499,5,10000,120000,12
2_dev,2,3,1,nofunding,99,11,10000,120000,12
2_dev,4,1,1,notneedfunding,99,3,10000,120000,12
2_dev,2,1,1,notneedfunding,499,13,10000,130000,13
2_dev,2,1,1,nofunding,20,6,10000,120000,12
2_dev,1,1,1,nofunding,99,0,9500,114000,12
2_dev,4,0,1,nofunding,20,6,9500,123500,13
2_dev,2,1,0.5,nofunding,99,0,9500,114000,12
2_dev,4,0,1,nofunding,20,0,9500,114000,12
2_dev,2,3,0.5,nofunding,99,16,9500,114000,12
2_dev,8,1,1,nofunding,499,9,9000,108000,12
2_dev,3,1,0.5,notneedfunding,99,9,8500,102000,12
2_dev,3,1,0.5,notneedfunding,99,6,8500,102000,12
2_dev,2,1,1,nofunding,99,11,8500,110500,13
2_dev,3,1,0.5,notneedfunding,99,9,8500,102000,12
2_dev,8,1,0.5,nofunding,99,0,8000,96000,12
2_dev,2,1,1,nofunding,20,0,8000,96000,12
2_dev,8,1,1,nofunding,999,5,8000,96000,12
2_dev,3,1,1,nofunding,499,13,7000,84000,12
2_dev,3,1,1,nofunding,499,13,7000,84000,12
2_dev,3,0,1,nofunding,99,7,7000,84000,12
2_dev,3,1,0.5,notneedfunding,99,2,7000,84000,12
2_dev,8,1,1,nofunding,20,0,5500,66000,12
2_dev,4,1,1,nofunding,99,0,18000,216000,12
2_dev,8,3,1,notneedfunding,20,5,8500,102000,12
2_dev,8,5,1,notneedfunding,499,7,14500,174000,12
2_dev,6,3,1,notneedfunding,10000,8,16000,192000,12
2_dev,6,3,1,nofunding,9999,7,22500,270000,12
2_dev,4,0,1,notneedfunding,10000,15,22500,315000,14
2_dev,1,0,1,notneedfunding,99,10,10000,140000,14
2_dev,4,0,0.5,nofunding,499,10,17000,204000,12
2_dev,7,3,1,notneedfunding,9999,5,21500,258000,12
2_dev,3,3,1,notneedfunding,499,8,12500,150000,12
2_dev,2,3,1,nofunding,99,6,16500,198000,12
2_dev,6,5,1,public,9999,0,20000,240000,12
2_dev,3,1,1,notneedfunding,999,1,15000,195000,13
2_dev,3,1,1,public,10000,5,11500,149500,13
2_dev,1,3,1,public,10000,12,17500,210000,12
2_dev,1,3,1,notneedfunding,99,2,20500,246000,12
2_dev,1,3,1,nofunding,10000,5,17500,210000,12
2_dev,1,3,1,nofunding,499,3,15500,186000,12
2_dev,2,5,0.5,notneedfunding,9999,11,14500,174000,12
2_dev,4,1,0.5,nofunding,99,5,9500,114000,12
2_dev,3,3,1,nofunding,10000,0,21500,279500,13
2_dev,6,3,1,notneedfunding,99,12,18000,216000,12
2_dev,2,5,1,nofunding,499,11,22500,270000,12
2_dev,1,3,1,nofunding,9999,11,24000,288000,12
2_dev,1,3,1,nofunding,99,4,22500,270000,12
2_dev,6,0,1,nofunding,99,8,22500,315000,14
2_dev,1,3,1,notneedfunding,999,14,20500,246000,12
2_dev,1,1,1,nofunding,499,15,20000,240000,12
2_dev,1,3,1,nofunding,499,5,20000,240000,12
2_dev,6,1,1,notneedfunding,99,15,18000,252000,14
2_dev,2,1,1,nofunding,99,9,17500,227500,13
2_dev,4,3,1,nofunding,99,11,15000,195000,13
2_dev,3,3,1,nofunding,499,14,15000,180000,12
2_dev,1,1,1,nofunding,499,12,12500,162500,13
2_dev,2,3,1,nofunding,99,12,12500,150000,12
2_dev,1,0,0.5,nofunding,99,20,10000,120000,12
2_dev,3,1,1,nofunding,20,3,9500,114000,12
2_dev,8,1,1,nofunding,20,20,6500,78000,12
2_dev,2,3,1,nofunding,99,4,16500,214500,13
2_dev,6,1,1,nofunding,99,0,12500,150000,12
2_dev,1,1,1,nofunding,99,0,12500,150000,12
2_dev,4,1,1,nofunding,99,0,12500,150000,12
2_dev,2,1,0,nofunding,20,0,10500,126000,12
2_dev,2,1,0,nofunding,20,0,10500,126000,12
2_dev,6,1,1,nofunding,99,11,22500,270000,12
2_dev,1,1,1,nofunding,20,9,20000,240000,12
2_dev,6,3,1,notneedfunding,9999,3,19000,228000,12
2_dev,4,1,1,nofunding,20,9,17000,204000,12
2_dev,4,1,0.5,nofunding,99,13,11000,132000,12
2_dev,2,1,0.5,nofunding,20,2,10500,126000,12
2_dev,6,0,1,notneedfunding,99,9,10500,168000,16
2_dev,1,1,0.5,notneedfunding,10000,18,15000,180000,12
2_dev,2,0,1,notneedfunding,99,4,12500,150000,12
2_dev,1,0,1,notneedfunding,9999,18,20000,260000,13
2_dev,3,3,1,nofunding,499,15,12500,162500,13
2_dev,2,3,0.5,public,9999,8,13500,162000,12
2_dev,2,0,1,notneedfunding,9999,6,15000,180000,12
2_dev,3,3,1,nofunding,99,3,14000,168000,12
2_dev,6,5,1,public,9999,4,16000,192000,12
2_dev,6,3,1,public,9999,11,16500,198000,12
2_dev,3,5,1,notneedfunding,99,10,14000,182000,13
2_dev,6,3,1,nofunding,99,2,26500,318000,12
2_dev,4,3,1,nofunding,99,14,24000,312000,13
2_dev,2,1,1,notneedfunding,10000,15,22500,315000,14
2_dev,6,5,1,nofunding,20,4,21500,258000,12
2_dev,1,3,1,nofunding,20,3,21500,258000,12
2_dev,1,3,1,nofunding,99,0,21500,258000,12
2_dev,4,5,1,notneedfunding,99,9,20500,246000,12
2_dev,4,5,1,nofunding,99,6,20500,246000,12
2_dev,4,3,1,nofunding,999,0,20000,240000,12
2_dev,1,3,0.5,nofunding,10000,8,20000,260000,13
2_dev,1,3,1,public,10000,11,20000,280000,14
2_dev,3,3,1,notneedfunding,499,7,20000,240000,12
2_dev,6,3,1,nofunding,99,13,20000,240000,12
2_dev,1,3,1,nofunding,99,7,20000,240000,12
2_dev,1,3,1,nofunding,20,0,19000,228000,12
2_dev,1,3,1,nofunding,499,17,19000,228000,12
2_dev,6,1,1,nofunding,499,7,18500,222000,12
2_dev,6,1,1,nofunding,20,0,18500,222000,12
2_dev,1,1,1,nofunding,20,2,18000,216000,12
2_dev,2,3,1,notneedfunding,499,9,18000,216000,12
2_dev,6,3,1,nofunding,9999,14,17500,245000,14
2_dev,3,5,1,nofunding,99,0,17500,227500,13
2_dev,6,3,1,nofunding,20,10,17500,227500,13
2_dev,1,1,1,nofunding,499,11,17500,227500,13
2_dev,1,3,1,public,499,5,17500,210000,12
2_dev,6,3,1,nofunding,499,9,17500,210000,12
2_dev,3,1,0.5,notneedfunding,20,9,17500,227500,13
2_dev,2,5,1,nofunding,20,0,16500,198000,12
2_dev,6,3,0.5,notneedfunding,99,16,16500,214500,13
2_dev,3,1,0.5,nofunding,99,0,16000,192000,12
2_dev,2,3,1,notneedfunding,499,6,16000,224000,14
2_dev,6,3,1,nofunding,499,5,16000,192000,12
2_dev,2,3,1,nofunding,20,3,16000,192000,12
2_dev,2,3,1,nofunding,499,5,16000,192000,12
2_dev,4,1,0.5,nofunding,9999,8,16000,192000,12
2_dev,1,3,1,public,9999,9,15500,186000,12
2_dev,2,1,0.5,nofunding,499,0,15500,186000,12
2_dev,4,3,1,nofunding,20,2,15000,180000,12
2_dev,1,3,1,nofunding,499,7,14500,174000,12
2_dev,6,1,1,nofunding,99,6,14000,196000,14
2_dev,1,3,1,nofunding,99,12,14000,168000,12
2_dev,1,0,1,public,499,6,13500,162000,12
2_dev,1,1,1,nofunding,99,0,13000,156000,12
2_dev,4,3,1,nofunding,20,0,12500,150000,12
2_dev,6,1,1,nofunding,99,9,12500,162500,13
2_dev,6,3,1,notneedfunding,99,3,12500,150000,12
2_dev,7,3,0.5,nofunding,99,7,12500,162500,13
2_dev,3,3,0.5,nofunding,99,9,12500,150000,12
2_dev,3,1,1,notneedfunding,499,10,12500,150000,12
2_dev,1,3,0.5,nofunding,99,7,12500,150000,12
2_dev,1,1,1,nofunding,20,0,12500,150000,12
2_dev,3,3,0.5,nofunding,999,9,12500,150000,12
2_dev,2,3,0.5,nofunding,999,8,12500,150000,12
2_dev,3,3,1,nofunding,99,5,11500,138000,12
2_dev,3,1,1,nofunding,20,0,11500,138000,12
2_dev,2,1,1,nofunding,20,3,10500,126000,12
2_dev,8,3,1,nofunding,99,4,10500,126000,12
2_dev,6,3,1,notneedfunding,20,1,10500,126000,12
2_dev,3,1,1,nofunding,99,8,10500,126000,12
2_dev,8,3,1,notneedfunding,99,6,10500,126000,12
2_dev,2,1,1,nofunding,20,0,10000,120000,12
2_dev,8,1,0,nofunding,99,9,10000,120000,12
2_dev,6,1,1,nofunding,99,9,10000,120000,12
2_dev,3,1,1,notneedfunding,99,5,10000,120000,12
2_dev,3,1,1,nofunding,20,2,9500,114000,12
2_dev,3,1,0.5,nofunding,99,9,8500,102000,12
2_dev,2,1,0.5,nofunding,20,0,7000,84000,12
2_dev,8,1,1,nofunding,499,15,5500,66000,12
2_dev,2,1,1,nofunding,499,20,20000,240000,12
2_dev,6,3,1,notneedfunding,99,7,12500,150000,12
2_dev,4,3,1,nofunding,20,6,16500,198000,12
2_dev,4,1,1,nofunding,99,0,14000,168000,12
2_dev,3,3,1,nofunding,20,11,10500,136500,13
2_dev,3,3,1,notneedfunding,99,6,12500,162500,13
2_dev,1,1,0.5,nofunding,20,0,17500,210000,12
2_dev,1,1,1,nofunding,99,8,15000,180000,12
2_dev,3,1,0.5,nofunding,99,2,10000,120000,12
2_dev,1,1,1,nofunding,99,1,11500,138000,12
2_dev,7,1,1,nofunding,9999,14,16000,224000,14
2_dev,3,3,0.5,notneedfunding,999,15,17000,221000,13
2_dev,6,5,1,nofunding,10000,0,22500,270000,12
2_dev,6,10,1,nofunding,499,14,24000,312000,13
2_dev,1,5,1,nofunding,499,14,23000,276000,12
2_dev,1,1,1,nofunding,99,5,20000,260000,13
2_dev,1,5,1,nofunding,99,9,15500,186000,12
2_dev,2,3,1,notneedfunding,20,7,8500,102000,12
2_dev,3,1,0.5,notneedfunding,499,18,12500,150000,12
2_dev,3,3,1,nofunding,99,0,10000,120000,12
2_dev,6,1,1,nofunding,499,7,11000,165000,15
2_dev,3,1,1,nofunding,499,7,12000,168000,14
2_dev,2,3,1,nofunding,99,10,12500,150000,12
2_dev,3,1,1,nofunding,20,0,6000,72000,12
2_dev,6,1,1,notneedfunding,99,12,22500,315000,14
2_dev,3,3,1,nofunding,99,20,22500,270000,12
2_dev,8,3,1,nofunding,9999,0,20500,246000,12
2_dev,4,1,1,nofunding,499,1,20000,240000,12
2_dev,1,1,1,notneedfunding,99,7,20000,300000,15
2_dev,6,3,1,notneedfunding,499,10,19500,234000,12
2_dev,3,0,1,notneedfunding,9999,13,19500,234000,12
2_dev,2,3,1,notneedfunding,99,12,19000,266000,14
2_dev,1,1,1,nofunding,99,13,17500,210000,12
2_dev,1,3,1,public,10000,15,17500,210000,12
2_dev,1,3,0.5,nofunding,499,3,17500,210000,12
2_dev,4,3,1,nofunding,99,9,17000,204000,12
2_dev,4,1,1,public,9999,8,16000,192000,12
2_dev,1,3,1,nofunding,99,5,15500,186000,12
2_dev,1,3,0.5,nofunding,99,0,15000,180000,12
2_dev,6,1,1,nofunding,499,6,14500,174000,12
2_dev,1,3,1,notneedfunding,499,3,14000,168000,12
2_dev,6,5,0.5,notneedfunding,9999,18,13000,156000,12
2_dev,1,3,0.5,nofunding,499,6,12500,150000,12
2_dev,4,1,1,nofunding,499,20,12500,150000,12
2_dev,3,3,0.5,nofunding,99,13,12500,150000,12
2_dev,2,1,1,nofunding,20,4,12500,150000,12
2_dev,4,1,0,notneedfunding,99,0,12500,150000,12
2_dev,4,3,1,nofunding,20,5,12000,144000,12
2_dev,2,1,0.5,nofunding,10000,5,12000,144000,12
2_dev,3,3,1,notneedfunding,99,6,11500,138000,12
2_dev,1,1,1,nofunding,499,20,11500,149500,13
2_dev,8,1,0.5,notneedfunding,99,4,10500,126000,12
2_dev,2,5,1,nofunding,499,12,10500,136500,13
2_dev,1,3,0.5,notneedfunding,499,9,10500,126000,12
2_dev,4,3,1,nofunding,20,8,10000,120000,12
2_dev,4,1,1,notneedfunding,99,8,9500,114000,12
2_dev,1,0,0.5,nofunding,99,0,8500,102000,12
2_dev,2,0,1,nofunding,499,0,8000,96000,12
2_dev,8,0,1,notneedfunding,20,3,7500,90000,12
2_dev,3,0,0.5,notneedfunding,20,3,7500,90000,12
2_dev,3,1,0.5,nofunding,499,13,7000,84000,12
2_dev,3,0,1,nofunding,99,13,6500,78000,12
2_dev,3,1,0.5,nofunding,499,13,6500,78000,12
2_dev,4,1,1,notneedfunding,20,6,6500,84500,13
2_dev,8,1,0.5,nofunding,499,14,6500,78000,12
2_dev,2,1,1,nofunding,99,1,3500,42000,12
2_dev,2,0,1,notneedfunding,10000,20,23000,345000,15
2_dev,6,0,1,notneedfunding,10000,20,23000,345000,15
2_dev,6,5,1,nofunding,10000,4,15500,186000,12
2_dev,3,3,0.5,nofunding,99,0,22500,270000,12
2_dev,4,0,1,notneedfunding,499,11,11500,138000,12
2_dev,3,1,1,nofunding,99,15,17500,210000,12
2_dev,2,3,1,notneedfunding,9999,5,17000,204000,12
2_dev,4,3,0.5,notneedfunding,9999,3,14000,168000,12
2_dev,6,0,1,notneedfunding,10000,20,22500,315000,14
2_dev,2,1,1,nofunding,20,0,8500,102000,12
2_dev,2,0,1,nofunding,10000,0,21000,315000,15
2_dev,4,1,1,nofunding,999,0,12500,150000,12
2_dev,1,3,1,nofunding,20,0,20000,240000,12
2_dev,6,0,1,nofunding,99,6,11500,138000,12
2_dev,6,1,0.5,nofunding,20,0,11500,138000,12
2_dev,4,3,1,public,10000,8,12500,150000,12
2_dev,1,0,0.5,public,10000,8,11000,143000,13
2_dev,6,5,0.5,nofunding,999,6,15500,186000,12
2_dev,6,3,1,nofunding,9999,6,13500,162000,12
2_dev,3,0,1,nofunding,499,16,6500,78000,12
2_dev,6,0,1,nofunding,20,7,16500,198000,12
2_dev,3,1,0.5,nofunding,99,0,8000,96000,12
2_dev,3,1,1,public,10000,8,12500,162500,13
2_dev,2,3,1,nofunding,499,0,20500,246000,12
2_dev,1,3,1,public,9999,6,22500,270000,12
2_dev,3,3,0.5,public,9999,4,11000,132000,12
2_dev,2,3,0.5,notneedfunding,9999,17,12500,150000,12
2_dev,4,0,1,nofunding,499,12,7000,84000,12
2_dev,2,1,1,nofunding,499,20,6500,78000,12
2_dev,2,0,1,nofunding,499,9,12500,175000,14
2_dev,2,1,1,nofunding,20,0,8500,102000,12
2_dev,2,0,1,notneedfunding,10000,20,30000,420000,14
2_dev,6,3,1,nofunding,99,5,26500,318000,12
2_dev,1,3,1,notneedfunding,99,7,26500,318000,12
2_dev,6,5,1,nofunding,99,9,22500,270000,12
2_dev,1,1,1,public,9999,13,22500,315000,14
2_dev,2,1,1,nofunding,499,5,22500,270000,12
2_dev,2,3,1,nofunding,499,12,22500,270000,12
2_dev,6,3,1,nofunding,99,14,22500,292500,13
2_dev,2,0,1,public,9999,11,22500,360000,16
2_dev,6,10,1,nofunding,20,0,22500,270000,12
2_dev,4,0,1,nofunding,99,0,22500,270000,12
2_dev,1,3,1,nofunding,20,3,22500,270000,12
2_dev,1,0,1,notneedfunding,99,0,22500,270000,12
2_dev,4,3,1,nofunding,499,8,21500,279500,13
2_dev,1,1,1,nofunding,99,9,21500,258000,12
2_dev,1,5,1,nofunding,99,5,21500,258000,12
2_dev,3,1,0.5,nofunding,499,7,21500,258000,12
2_dev,1,5,1,public,10000,7,21500,258000,12
2_dev,6,1,1,nofunding,499,17,21000,273000,13
2_dev,1,3,1,nofunding,499,13,21000,273000,13
2_dev,3,1,0,notneedfunding,9999,0,20000,280000,14
2_dev,6,3,1,nofunding,499,6,20000,240000,12
2_dev,2,3,1,nofunding,99,4,20000,240000,12
2_dev,6,1,1,public,99,10,20000,280000,14
2_dev,4,3,1,nofunding,99,11,20000,240000,12
2_dev,4,1,1,nofunding,499,0,20000,240000,12
2_dev,4,3,1,nofunding,999,10,20000,240000,12
2_dev,2,3,1,nofunding,99,16,20000,240000,12
2_dev,6,3,1,nofunding,499,6,20000,260000,13
2_dev,6,3,1,nofunding,9999,10,20000,240000,12
2_dev,1,3,1,nofunding,499,10,20000,240000,12
2_dev,1,3,1,nofunding,99,0,20000,240000,12
2_dev,6,3,1,nofunding,99,5,20000,240000,12
2_dev,4,5,0.5,notneedfunding,99,7,20000,240000,12
2_dev,1,3,1,notneedfunding,99,10,20000,240000,12
2_dev,1,1,1,nofunding,99,7,20000,240000,12
2_dev,1,3,1,nofunding,999,3,20000,260000,13
2_dev,2,5,1,notneedfunding,499,5,19500,234000,12
2_dev,2,3,2,notneedfunding,999,7,19000,228000,12
2_dev,6,1,1,nofunding,499,12,19000,228000,12
2_dev,4,0,1,nofunding,499,7,19000,228000,12
2_dev,2,0,1,nofunding,499,12,19000,228000,12
2_dev,3,0,1,public,9999,5,19000,228000,12
2_dev,6,3,1,nofunding,20,0,19000,228000,12
2_dev,1,1,1,nofunding,99,0,19000,228000,12
2_dev,6,5,1,public,10000,10,19000,228000,12
2_dev,6,3,1,nofunding,20,0,19000,228000,12
2_dev,2,3,1,nofunding,10000,4,18000,216000,12
2_dev,1,3,1,nofunding,99,3,18000,216000,12
2_dev,6,0,1,nofunding,99,4,18000,216000,12
2_dev,2,3,1,nofunding,499,12,18000,234000,13
2_dev,3,3,1,nofunding,99,8,17500,210000,12
2_dev,3,3,1,nofunding,499,3,17500,210000,12
2_dev,4,5,1,notneedfunding,9999,5,17500,210000,12
2_dev,1,3,0.5,notneedfunding,499,7,17500,227500,13
2_dev,1,3,1,public,9999,11,17500,227500,13
2_dev,4,0,1,notneedfunding,99,0,17500,210000,12
2_dev,6,3,1,public,999,11,17500,210000,12
2_dev,2,1,1,notneedfunding,10000,20,17000,204000,12
2_dev,4,1,1,nofunding,99,5,17000,204000,12
2_dev,1,5,1,nofunding,99,0,17000,204000,12
2_dev,1,3,1,nofunding,499,8,17000,204000,12
2_dev,1,3,0.5,nofunding,499,6,16500,198000,12
2_dev,6,3,1,nofunding,99,0,16500,198000,12
2_dev,6,3,0.5,nofunding,99,0,16500,198000,12
2_dev,1,5,1,nofunding,499,10,16500,198000,12
2_dev,8,5,1,nofunding,99,16,16500,198000,12
2_dev,1,3,0.5,nofunding,499,3,16500,198000,12
2_dev,1,5,1,nofunding,99,12,16000,192000,12
2_dev,1,5,1,public,10000,9,16000,192000,12
2_dev,3,3,1,public,10000,15,16000,192000,12
2_dev,1,3,1,public,499,10,16000,192000,12
2_dev,3,3,1,nofunding,499,12,16000,224000,14
2_dev,6,5,0.5,notneedfunding,499,6,16000,192000,12
2_dev,1,0,1,notneedfunding,9999,15,16000,192000,12
2_dev,3,3,1,nofunding,499,13,15500,186000,12
2_dev,6,1,0.5,nofunding,99,0,15500,186000,12
2_dev,2,3,1,notneedfunding,499,9,15500,201500,13
2_dev,6,1,1,notneedfunding,999,10,15500,186000,12
2_dev,2,1,1,nofunding,999,10,15000,180000,12
2_dev,8,5,1,nofunding,999,9,15000,180000,12
2_dev,6,5,0.5,nofunding,99,0,15000,195000,13
2_dev,1,3,1,nofunding,499,10,15000,180000,12
2_dev,6,3,1,nofunding,99,14,15000,180000,12
2_dev,6,3,1,public,9999,7,15000,180000,12
2_dev,2,3,1,nofunding,20,0,15000,180000,12
2_dev,4,0,0,notneedfunding,10000,9,15000,180000,12
2_dev,6,3,1,notneedfunding,99,4,15000,180000,12
2_dev,6,3,1,nofunding,499,13,15000,180000,12
2_dev,2,3,1,nofunding,99,9,15000,180000,12
2_dev,6,3,1,public,10000,12,14500,188500,13
2_dev,6,3,1,notneedfunding,499,8,14500,188500,13
2_dev,1,3,1,nofunding,99,5,14500,174000,12
2_dev,1,1,1,nofunding,99,4,14500,174000,12
2_dev,3,3,1,notneedfunding,9999,4,14500,174000,12
2_dev,4,1,1,nofunding,499,10,14000,168000,12
2_dev,1,3,1,nofunding,499,7,14000,168000,12
2_dev,3,3,1,notneedfunding,10000,9,14000,168000,12
2_dev,2,3,0.5,notneedfunding,499,4,14000,168000,12
2_dev,1,3,1,nofunding,20,0,13500,162000,12
2_dev,1,0,0.5,nofunding,20,0,13500,162000,12
2_dev,2,3,1,nofunding,499,5,13500,162000,12
2_dev,3,3,0.5,nofunding,99,2,13500,162000,12
2_dev,6,3,1,public,10000,12,13000,156000,12
2_dev,6,1,0.5,notneedfunding,20,2,12500,162500,13
2_dev,6,3,1,notneedfunding,499,6,12500,150000,12
2_dev,4,3,0.5,nofunding,99,0,12500,150000,12
2_dev,6,1,1,nofunding,499,11,12500,150000,12
2_dev,6,3,1,notneedfunding,9999,2,12500,150000,12
2_dev,4,0,1,nofunding,999,0,12500,150000,12
2_dev,6,3,1,public,10000,9,12500,150000,12
2_dev,6,3,1,nofunding,20,6,12500,150000,12
2_dev,6,1,1,nofunding,499,13,12500,150000,12
2_dev,6,0,1,nofunding,99,8,12500,162500,13
2_dev,6,3,1,nofunding,499,0,12500,150000,12
2_dev,4,3,1,nofunding,20,0,12500,150000,12
2_dev,6,3,1,notneedfunding,99,10,12500,187500,15
2_dev,6,1,1,nofunding,499,9,12500,175000,14
2_dev,6,3,1,notneedfunding,99,6,12500,150000,12
2_dev,6,1,1,notneedfunding,99,7,12500,150000,12
2_dev,6,3,0.5,nofunding,999,8,12500,150000,12
2_dev,8,3,1,notneedfunding,9999,11,12500,150000,12
2_dev,4,0,1,nofunding,99,10,12500,162500,13
2_dev,3,3,1,nofunding,499,13,12500,150000,12
2_dev,3,3,0.5,nofunding,999,0,12500,150000,12
2_dev,3,3,1,nofunding,99,5,12500,150000,12
2_dev,3,1,1,nofunding,99,6,12500,150000,12
2_dev,2,0,0.5,nofunding,99,1,12500,150000,12
2_dev,2,1,1,nofunding,20,0,12500,150000,12
2_dev,3,3,1,nofunding,99,11,12500,150000,12
2_dev,3,3,1,notneedfunding,9999,10,12500,150000,12
2_dev,1,3,1,nofunding,99,11,12500,150000,12
